school_name,school_id,subject_id,item_name,question_no,n_items,n_sigs,item_ids,pattern,date_span_days,distinct_text_samples,min_cross_item_similarity,conflict_class
Athenian Academy of Technology and the Arts,019eb11c-410a-7ffb-86e6-a0294c669670,84b53095c3cfc91b25d395a8f9116013bcb60d2dc26eca4c6123113bd6a94efa,What a Story: Weekly Assessment: Week 2,5,2,2,7892337576 | 7892338196,per-section-variant,0,"SCENE 2 GRANDMA: It?s not that we don?t like Crow. In fact, it?s nice to see a bit of nature in Crickshaw. GRANDPA: It?s ||| What do the stage directions in these lines suggest about the grandparents? SCENE 2 GRANDMA: It?s not that we don?t like",0.041,genuinely_different
Central Florida Preparatory School,019eb11c-413b-7a66-a7d8-a18f14736ede,29ec98083b232d8a5f82eb9f70f34890e6c3ffd5cc182ac167b638bd8a1b852e,Module 2 Assessment: What a Story,2,2,2,8086682371 | 8086682473,per-section-variant,0,"Read each selection and then answer each question. Passage 1: The King and the Miller: A Play Characters GEORGE, a mille ||| Read the sentences from Scene 2 of passage 1.  But that old mill! It is a cracker crumb on a fine, fluffy mattress. It i",0.042,genuinely_different
Central Florida Preparatory School,019eb11c-413b-7a66-a7d8-a18f14736ede,3de53fec379bdeb2ee716124bfc549ff3e9e7aa96c037853562ea59a1e1038f3,Unit 2 Part 1,10,2,2,8102313694 | 8198880846,cross-section-far-dates,33,"  Reading Read the selections, and choose the best answer to each question. Votes for Women!   CharactersANNETTE FINNIGA |||  Read line 31 from Votes for Women! ?BELLE: [Gives Katherine a quick hug.] How exciting! I?m so proud of you, Katherine!",0.042,genuinely_different
Central Florida Preparatory School,019eb11c-413b-7a66-a7d8-a18f14736ede,89b096203bf633ebc91fa6d91afa41d8fb0d2498b9b8a416108d7d7ac372fa20,Home Sweet Habitat: Weekly Assessment: Week 3,2,3,3,7780237817 | 7816901887 | 7823076023,per-section-variant,0,"In paragraph 6, Sky Bear says, ?I?m all ears.? What does she mean? ||| Read the selection and answer each question. Sky Bear?s Gift Retold by Nina Jaffe (1)Long ago, summer lasted all year. T ||| Read the selection and answer each question. Sky Bear?s Gift Retold by Nina Jaffe (5)So the animals crossed the desert t",0.043,genuinely_different
Central Florida Preparatory School,019eb11c-413b-7a66-a7d8-a18f14736ede,29ec98083b232d8a5f82eb9f70f34890e6c3ffd5cc182ac167b638bd8a1b852e,Module 2 Assessment: What a Story,9,2,2,8086682371 | 8086682473,per-section-variant,0,"Read each selection and then answer each question. Passage 1: The King and the Miller: A Play Characters GEORGE, a mille ||| Read the sentence from Scene 2 of Passage 2. And just think of the nest you could build for your family with the plentif",0.044,genuinely_different
Central Florida Preparatory School,019eb11c-413b-7a66-a7d8-a18f14736ede,3de53fec379bdeb2ee716124bfc549ff3e9e7aa96c037853562ea59a1e1038f3,Unit 2 Part 1,5,2,2,8102313694 | 8198880846,cross-section-far-dates,33,"  Reading Read the selections, and choose the best answer to each question. Votes for Women!   CharactersANNETTE FINNIGA |||  Which best describes the interaction between character development and plot in the dialogue in paragraphs 6?18?",0.045,genuinely_different
Crestwell School,019eb11c-413c-7ed9-872e-0fe5e9a947b6,5c416ffbc9266bcec8f69a9a04442feefbccfeeb1cd8421a5fad8fe0edc59765,Module Assessment: Global Guardians,21,2,2,8288360977 | 8288361303,per-section-variant,1,"READ the following sentence. Characters in stories can mean a lot to us. THINK about your favorite character from a book ||| The only bad thing I can think to say about Wonder Fair Park is your feet will hurt after a long, fun day of walking aro",0.047,genuinely_different
Central Florida Preparatory School,019eb11c-413b-7a66-a7d8-a18f14736ede,29ec98083b232d8a5f82eb9f70f34890e6c3ffd5cc182ac167b638bd8a1b852e,Module 2 Assessment: What a Story,3,2,2,8086682371 | 8086682473,per-section-variant,0,"Read each selection and then answer each question. Passage 1: The King and the Miller: A Play Characters GEORGE, a mille ||| Read the sentences from Scene 5 Passage 1. CHRISTOPHER: And I am pleased to know that our king is humble enough to recog",0.048,genuinely_different
Central Florida Preparatory School,019eb11c-413b-7a66-a7d8-a18f14736ede,29ec98083b232d8a5f82eb9f70f34890e6c3ffd5cc182ac167b638bd8a1b852e,Module 2 Assessment: What a Story,8,2,2,8086682371 | 8086682473,per-section-variant,0,"Read each selection and then answer each question. Passage 1: The King and the Miller: A Play Characters GEORGE, a mille ||| Read the sentence from Scene 1 of Passage 2.     The mockingbird cleared his throat and gave an elaborate performance of",0.048,genuinely_different
Crestwell School,019eb11c-413c-7ed9-872e-0fe5e9a947b6,5c416ffbc9266bcec8f69a9a04442feefbccfeeb1cd8421a5fad8fe0edc59765,Module Assessment: Global Guardians,3,2,2,8288360977 | 8288361303,per-section-variant,1,"Read the selection and answer each question. Fabulous Frederic by Peggy Thorne (1)My show was terrific?right up until th ||| Read the sentence from paragraph 5. Though everybody laughed, I did the reasonable thing and tried to put on a good face",0.051,genuinely_different
Central Florida Preparatory School,019eb11c-413b-7a66-a7d8-a18f14736ede,3de53fec379bdeb2ee716124bfc549ff3e9e7aa96c037853562ea59a1e1038f3,Unit 2 Part 1,1,2,2,8102313694 | 8198880846,cross-section-far-dates,33,"  Reading Read the selections, and choose the best answer to each question. Votes for Women!   CharactersANNETTE FINNIGA |||  Reread paragraphs 2 through 8 of the play, Votes for Women! Which part of the selection foreshadows Katherine?s exit at",0.053,genuinely_different
Central Florida Preparatory School,019eb11c-413b-7a66-a7d8-a18f14736ede,3de53fec379bdeb2ee716124bfc549ff3e9e7aa96c037853562ea59a1e1038f3,Unit 2 Part 1,4,2,2,8102313694 | 8198880846,cross-section-far-dates,33,"  Reading Read the selections, and choose the best answer to each question. Votes for Women!   CharactersANNETTE FINNIGA |||  Reread paragraphs 25 and 26 of the play, Votes for Women! How does the dialogue in these lines most clearly develop the",0.054,genuinely_different
Central Florida Preparatory School,019eb11c-413b-7a66-a7d8-a18f14736ede,3de53fec379bdeb2ee716124bfc549ff3e9e7aa96c037853562ea59a1e1038f3,Unit 2 Part 1,31,2,2,8102313694 | 8198880846,cross-section-far-dates,33,"  Reading Read the selection, and choose the best answer to each question. A Museum for Anne Frank  1 During World War I |||   What is the author?s main purpose in paragraph 1 of the selection?",0.054,genuinely_different
Central Florida Preparatory School,019eb11c-413b-7a66-a7d8-a18f14736ede,3de53fec379bdeb2ee716124bfc549ff3e9e7aa96c037853562ea59a1e1038f3,Unit 2 Part 1,30,2,2,8102313694 | 8198880846,cross-section-far-dates,33,"  Reading Read the selection, and choose the best answer to each question. A Museum for Anne Frank  1 During World War I ||| Which best describes the author?s diction and the tone it creates?",0.055,genuinely_different
Central Florida Preparatory School,019eb11c-413b-7a66-a7d8-a18f14736ede,e21bda5ff7fe35e52d8c77d8f552d5e58dd9c5783e5bf5dc0468dea9bd3249ce,Time to Grow!: Weekly Assessment: Week 3,4,3,3,7780237758 | 7791692190 | 7799001172,per-section-variant,0,"Choose the two clues that show that cause and effect is used to organize paragraph 5. ||| Read the selection and answer each question. Poison Dart Frogs (1)Deep in the rainforest, a small blue frog hops from lo ||| Read the selection and answer each question. Poison Dart Frogs (4)A poison dart frog?s skin is not the only thing that m",0.057,genuinely_different
Central Florida Preparatory School,019eb11c-413b-7a66-a7d8-a18f14736ede,29ec98083b232d8a5f82eb9f70f34890e6c3ffd5cc182ac167b638bd8a1b852e,Module 2 Assessment: What a Story,23,2,2,8086682371 | 8086682473,per-section-variant,0,"   Compare and contrast the environments that crocodiles and alligators live in. Use details from the passage to support ||| Read the selection and then answer each question. Modern Dinosaurs by Claudia Cangilla McAdam 1      Silent, swift, and ",0.063,genuinely_different
Central Florida Preparatory School,019eb11c-413b-7a66-a7d8-a18f14736ede,94ef70e13242cc4d065e2b31234f267793f6de1431e908fe59efc635520d37cc,Topic 2,2,3,2,8095123351 | 8095123435 | 8108245298,per-section-variant,3,"mediaAVA7917101636453316.mp3 Swimmers dive to 60 and 65 feet below the surface of the ocean. As an integer, the depth cl ||| mediaAVA7925991636453601.mp3 The tables show the numbers of white and yellow flowers Cara and Hector used in 5 different",0.064,genuinely_different
Crestwell School,019eb11c-413c-7ed9-872e-0fe5e9a947b6,5c416ffbc9266bcec8f69a9a04442feefbccfeeb1cd8421a5fad8fe0edc59765,Module Assessment: Global Guardians,5,2,2,8288360977 | 8288361303,per-section-variant,1,"Read the selection and answer each question. Fabulous Frederic by Peggy Thorne (1)My show was terrific?right up until th ||| Read the sentence from paragraph 16. From their point of view, it looked like I had stepped behind the curtain and then ",0.07,genuinely_different
Athenian Academy of Technology and the Arts,019eb11c-410a-7ffb-86e6-a0294c669670,c0b013cc1fb117944245e274f594c8de1ab534cb5e9c88dbef46b7bc8888998c,HW 12/10 Spiral Review,6,2,2,7628347421 | 7628391502,per-section-variant,0,A park district is building an outdoor basketball court based on a scale drawing that measures 35cm long by 18.75cm wide ||| Bananas cost $0.49 per pound. Complete the table to show how many pounds of bananas you can buy at various prices. Enter,0.071,genuinely_different
Central Florida Preparatory School,019eb11c-413b-7a66-a7d8-a18f14736ede,3de53fec379bdeb2ee716124bfc549ff3e9e7aa96c037853562ea59a1e1038f3,Unit 2 Part 1,6,2,2,8102313694 | 8198880846,cross-section-far-dates,33,"Reading Read the selections, and choose the best answer to each question. Votes for Women!   CharactersANNETTE FINNIGAN, ||| The following question has two parts. Answer Part A first, and then Part B. Part AReview paragraph 34 of the play, Votes",0.073,genuinely_different
Central Florida Preparatory School,019eb11c-413b-7a66-a7d8-a18f14736ede,29ec98083b232d8a5f82eb9f70f34890e6c3ffd5cc182ac167b638bd8a1b852e,Module 2 Assessment: What a Story,20,2,2,8086682371 | 8086682473,per-section-variant,0,"Read the selection and then answer each question. Modern Dinosaurs by Claudia Cangilla McAdam 1      Silent, swift, and  ||| Read the sentence from paragraph 11.  Alligators construct their nests out of leaves, branches, and mud. What other verb",0.076,genuinely_different
Central Florida Preparatory School,019eb11c-413b-7a66-a7d8-a18f14736ede,bd84b0290db8ad3d3ab9c65fa79fb0bbf8f742f0dc8820620d01c2d8763e7b25,Time to Grow!: Weekly Assessment: Week 2,4,2,2,7787678187 | 7787866945,per-section-variant,0,"Read the selection and answer each question. The Magic Paintbrush Retold by Ellen L. Ramsey (5)Each day, Liang painted f ||| Read the sentence from paragraph 6. One day, the emperor sent for Liang. Now read the dictionary entry. emperor (em-p?r-",0.09,genuinely_different
Crestwell School,019eb11c-413c-7ed9-872e-0fe5e9a947b6,5c416ffbc9266bcec8f69a9a04442feefbccfeeb1cd8421a5fad8fe0edc59765,Module Assessment: Global Guardians,2,2,2,8288360977 | 8288361303,per-section-variant,1,"Read the selection and answer each question. Fabulous Frederic by Peggy Thorne (1)My show was terrific?right up until th ||| Read the sentence from paragraph 4. When I performed the trick, the worst thing that could possibly happen did happen: t",0.1,genuinely_different
Central Florida Preparatory School,019eb11c-413b-7a66-a7d8-a18f14736ede,3de53fec379bdeb2ee716124bfc549ff3e9e7aa96c037853562ea59a1e1038f3,Unit 2 Part 1,24,2,2,8102313694 | 8198880846,cross-section-far-dates,33,"Reading Read the selection, and choose the best answer to each question. ""Join, or Die!""   1 Benjamin Franklin printed t ||| The following question has two parts. Answer Part A first, and then Part B. Part AWhat is the author?s purpose in paragr",0.103,genuinely_different
Central Florida Preparatory School,019eb11c-413b-7a66-a7d8-a18f14736ede,52db39d19d3706dea5b1bb1238ef5ea7b889f5acc32f7430cf6603639809159f,Time to Grow!: Weekly Assessment: Week 1,6,3,2,7779943180 | 7780237720 | 7780398411,per-section-variant,0,Read the selection and choose the best answer to each question. Cammy wrote about a day trip with her aunt and uncle. Re ||| What change should be made in sentence 10?,0.11,genuinely_different
Central Florida Preparatory School,019eb11c-413b-7a66-a7d8-a18f14736ede,94ef70e13242cc4d065e2b31234f267793f6de1431e908fe59efc635520d37cc,Topic 2,9,3,2,8095123351 | 8095123435 | 8108245298,per-section-variant,3,"mediaAVA7917161636453319.mp3 Select all of the expressions that have the same product as ?2 · 12. ||| mediaAVA7918961636453443.mp3 At the local bakery, Ariel bought 2 oatmeal cookies for $1.50. Mei bought  dozen oatmeal co",0.121,genuinely_different
Central Florida Preparatory School,019eb11c-413b-7a66-a7d8-a18f14736ede,3de53fec379bdeb2ee716124bfc549ff3e9e7aa96c037853562ea59a1e1038f3,Unit 2 Part 1,13,2,2,8102313694 | 8198880846,cross-section-far-dates,33,"Reading Read the selection, and choose the best answer to each question. Diary Entry: After the Great Crash   1 January  ||| The following question has two parts. Answer Part A first, and then Part B. Part AWhat is the author's main purpose in t",0.126,genuinely_different
Crestwell School,019eb11c-413c-7ed9-872e-0fe5e9a947b6,5c416ffbc9266bcec8f69a9a04442feefbccfeeb1cd8421a5fad8fe0edc59765,Module Assessment: Global Guardians,17,2,2,8288360977 | 8288361303,per-section-variant,1,"Read sentence 3. My family takes a vacation in July every summer and last summer, we went to Wonder Fair Park. What is t ||| Read the selection and choose the best answer to each question. Irene?s teacher asked the students in her class to write",0.126,genuinely_different
Athenian Academy of Technology and the Arts,019eb11c-410a-7ffb-86e6-a0294c669670,8506a90a47cfda79d67ff82c7e1a8b0a4012bbd813fcad071606aa311bd78b3f,Quiz 3,2,2,2,8030945538 | 8264918425,recycled-title-same-section,161,"Study the chart below and answer the question that follows. According to the chart, which of the following statements is ||| Where did the Pilgrims land?",0.127,genuinely_different
Central Florida Preparatory School,019eb11c-413b-7a66-a7d8-a18f14736ede,e21bda5ff7fe35e52d8c77d8f552d5e58dd9c5783e5bf5dc0468dea9bd3249ce,Time to Grow!: Weekly Assessment: Week 3,2,3,3,7780237758 | 7791692190 | 7799001172,per-section-variant,0,"Read the selection and answer each question. Poison Dart Frogs (1)Deep in the rainforest, a small blue frog hops from lo ||| Read the selection and answer each question. Poison Dart Frogs Read the sentence from paragraph 3. Their skin has poison ||| Read the sentence from paragraph 3. Their skin has poison on it, so not only would the taste be displeasing to other ani",0.129,genuinely_different
Central Florida Preparatory School,019eb11c-413b-7a66-a7d8-a18f14736ede,3de53fec379bdeb2ee716124bfc549ff3e9e7aa96c037853562ea59a1e1038f3,Unit 2 Part 1,21,2,2,8102313694 | 8198880846,cross-section-far-dates,33,"  Reading Read the selection, and choose the best answer to each question. Diary Entry: After the Great Crash   1 Januar ||| The following question has two parts. Answer Part A first, and then Part B. Part AWhat is the author?s central idea in p",0.131,genuinely_different
Central Florida Preparatory School,019eb11c-413b-7a66-a7d8-a18f14736ede,3de53fec379bdeb2ee716124bfc549ff3e9e7aa96c037853562ea59a1e1038f3,Unit 2 Part 1,26,2,2,8102313694 | 8198880846,cross-section-far-dates,33,"Reading Read the selection, and choose the best answer to each question. ""Join, or Die!""   1 Benjamin Franklin printed t ||| The following question has two parts. Answer Part A first, and then Part B. Part AWhat is most likely the meaning of the",0.131,genuinely_different
Central Florida Preparatory School,019eb11c-413b-7a66-a7d8-a18f14736ede,3de53fec379bdeb2ee716124bfc549ff3e9e7aa96c037853562ea59a1e1038f3,Unit 2 Part 1,28,2,2,8102313694 | 8198880846,cross-section-far-dates,33,"  Reading Read the selection, and choose the best answer to each question. ""Join, or Die!""   1 Benjamin Franklin printed ||| The word stricture in paragraph 4 comes from the Latin root -strict-. What is the most likely meaning of the word strict",0.135,genuinely_different
Central Florida Preparatory School,019eb11c-413b-7a66-a7d8-a18f14736ede,fad41a670d699049d59847b4b6a0129d42a29372cd9030be5a5c6b2a076c209a,Topic 1,1,4,2,7964059500 | 7964062196 | 7964065626 | 7964067882,cross-section-far-dates,36,mediaAVA7918121636453392.mp3 Which expression is equivalent to (0.94)2? ||| Select the correct symbol to compare the numbers.,0.139,genuinely_different
Athenian Academy of Technology and the Arts,019eb11c-410a-7ffb-86e6-a0294c669670,cbd4764f8195a59d3fa3d3ebb30f0a756bd67310439307ee56d809efc21ab957,Quiz 2,2,2,2,8016572178 | 8126265514,recycled-title-same-section,70,Neanderthals might have had the biggest brain size of all the evolutionary species ||| Which of the following figures founded Judaism,0.145,genuinely_different
Central Florida Preparatory School,019eb11c-413b-7a66-a7d8-a18f14736ede,52db39d19d3706dea5b1bb1238ef5ea7b889f5acc32f7430cf6603639809159f,Time to Grow!: Weekly Assessment: Week 1,7,3,2,7779943180 | 7780237720 | 7780398411,per-section-variant,0,"In sentence 11, which word tells how many whales Cammy saw? ||| Read the selection and choose the best answer to each question. Cammy wrote about a day trip with her aunt and uncle. Re",0.146,genuinely_different
Central Florida Preparatory School,019eb11c-413b-7a66-a7d8-a18f14736ede,52db39d19d3706dea5b1bb1238ef5ea7b889f5acc32f7430cf6603639809159f,Time to Grow!: Weekly Assessment: Week 1,3,3,2,7779943180 | 7780237720 | 7780398411,per-section-variant,0,"Read the selection and answer each question. Looking at Leaves (1)Plants lose water through their leaves. You can?t usua |||   Read the sentence from paragraph 5. But when water is scarce, during cold winters or long, dry seasons, trees need to  ||| Read the sentence from paragraph 5. But when water is scarce, during cold winters or long, dry seasons, trees need to sa",0.148,genuinely_different
Athenian Academy of Technology and the Arts,019eb11c-410a-7ffb-86e6-a0294c669670,09158d653550f64e6075248264d514e122b45310f045e086457b46a9ac56a88b,Quiz 2,1,3,3,8016559819 | 8126215170 | 8257435517,recycled-title-same-section,161,Currency must be duarble and able to last a long time ||| The United States is a Multi-Party System because there are more than two political parties to vote for ||| Which of the following is a Government run by a small group of people?,0.156,genuinely_different
Athenian Academy of Technology and the Arts,019eb11c-410a-7ffb-86e6-a0294c669670,09158d653550f64e6075248264d514e122b45310f045e086457b46a9ac56a88b,Quiz 2,5,3,3,8016559819 | 8126215170 | 8257435517,recycled-title-same-section,161,"To get, purchase, or buy ||| Which of the following is a platform ||| Which of the following is defined as power being given to one person with total control?",0.156,genuinely_different
Athenian Academy of Technology and the Arts,019eb11c-410a-7ffb-86e6-a0294c669670,9164b0363acacf5ae93651a11b9e0201d67d311f7394649e0bea9773bac504e4,Quarter 3 Quiz 3,4,2,2,7688207641 | 7722457831,recycled-title-same-section,21,From sea to shining sea is an example of which idea? ||| Which of the following is best descibed as art depicting spirituality through nature?,0.159,genuinely_different
Central Florida Preparatory School,019eb11c-413b-7a66-a7d8-a18f14736ede,fad41a670d699049d59847b4b6a0129d42a29372cd9030be5a5c6b2a076c209a,Topic 1,13,4,2,7964059500 | 7964062196 | 7964065626 | 7964067882,cross-section-far-dates,36,Complete the comparison with the correct symbol. ||| Select the decimal equivalent of given rational number.,0.159,genuinely_different
Athenian Academy of Technology and the Arts,019eb11c-410a-7ffb-86e6-a0294c669670,8506a90a47cfda79d67ff82c7e1a8b0a4012bbd813fcad071606aa311bd78b3f,Quiz 3,4,2,2,8030945538 | 8264918425,recycled-title-same-section,161,The Union victory in the Second Battle of Bull Run allowed the North to gain full control of the Mississippi River. ||| Which of the following men led a failed rebellion in jamestown?,0.164,genuinely_different
Athenian Academy of Technology and the Arts,019eb11c-410a-7ffb-86e6-a0294c669670,8506a90a47cfda79d67ff82c7e1a8b0a4012bbd813fcad071606aa311bd78b3f,Quiz 3,3,2,2,8030945538 | 8264918425,recycled-title-same-section,161,Confederate gunfire upon Fort _ in 1861 marked the official beginning of the Civil War. (Ticonderoga/Sumter) ||| Which of the following is the term for someone selling years as a laborer of their life for a trip to the new world?,0.167,genuinely_different
Central Florida Preparatory School,019eb11c-413b-7a66-a7d8-a18f14736ede,fad41a670d699049d59847b4b6a0129d42a29372cd9030be5a5c6b2a076c209a,Topic 1,3,4,2,7964059500 | 7964062196 | 7964065626 | 7964067882,cross-section-far-dates,36,Andy is scuba diving. He starts at sea level and then descends 10.5 feet in    minutes. Part AWhat was Andy?s average ch ||| mediaAVA7919611636453482.mp3 Which list orders the numbers from least to greatest?,0.176,genuinely_different
Central Florida Preparatory School,019eb11c-413b-7a66-a7d8-a18f14736ede,fad41a670d699049d59847b4b6a0129d42a29372cd9030be5a5c6b2a076c209a,Topic 1,12,4,2,7964059500 | 7964062196 | 7964065626 | 7964067882,cross-section-far-dates,36,mediaAVA7919701636453488.mp3 The expression  represents the number of feet between home plate and first base. What is th ||| Select the decimal equivalent of given rational number.,0.178,genuinely_different
Athenian Academy of Technology and the Arts,019eb11c-410a-7ffb-86e6-a0294c669670,91a4995428eb2f83d25b5d39584adadb98d8f4867ce0b1c9e85d56b4238cabb2,Quarter 3 Quiz 2,3,2,2,7688267137 | 7700976328,per-section-variant,7,"What was the name of the Roman laws that were written down? ||| Which of the following people fought in a civil war with Octavian over the marriage of his sister, Octavia",0.179,genuinely_different
Central Florida Preparatory School,019eb11c-413b-7a66-a7d8-a18f14736ede,94ef70e13242cc4d065e2b31234f267793f6de1431e908fe59efc635520d37cc,Topic 2,3,3,2,8095123351 | 8095123435 | 8108245298,per-section-variant,3,"mediaAVA6860511542284478.mp3 For the number line shown, which statement is NOT true? ||| The table shows how many bottles a machine fills in a certain number of seconds. Part A Use a graph to represent the pro",0.181,genuinely_different
Athenian Academy of Technology and the Arts,019eb11c-410a-7ffb-86e6-a0294c669670,8506a90a47cfda79d67ff82c7e1a8b0a4012bbd813fcad071606aa311bd78b3f,Quiz 3,1,2,2,8030945538 | 8264918425,recycled-title-same-section,161,Lincoln replaced General McClellan with General Burnside for the attack on Fredericksburg because General McClellan ||| Roanoke was the first permanent colony in the United States,0.185,genuinely_different
Athenian Academy of Technology and the Arts,019eb11c-410a-7ffb-86e6-a0294c669670,09158d653550f64e6075248264d514e122b45310f045e086457b46a9ac56a88b,Quiz 2,2,3,3,8016559819 | 8126215170 | 8257435517,recycled-title-same-section,161,A Theocracy is a government run by religious leaders ||| Which of the following is an example of short term credit ||| Which of the following terms is most associated with a multi-party system,0.19,genuinely_different
Athenian Academy of Technology and the Arts,019eb11c-410a-7ffb-86e6-a0294c669670,c0b013cc1fb117944245e274f594c8de1ab534cb5e9c88dbef46b7bc8888998c,HW 12/10 Spiral Review,5,2,2,7628347421 | 7628391502,per-section-variant,0,"Define the parts of the problem 3.8 ÷ 0.7. Match the words for the boxes to correctly complete the sentence. In the prob ||| Use , or = to compare the measurements. 3 gal. _ 11.37 L 64 cm _ 25 in. 1.5 oz _ 38 g",0.191,genuinely_different
Athenian Academy of Technology and the Arts,019eb11c-410a-7ffb-86e6-a0294c669670,09158d653550f64e6075248264d514e122b45310f045e086457b46a9ac56a88b,Quiz 2,3,3,3,8016559819 | 8126215170 | 8257435517,recycled-title-same-section,161,People who are owed money are known as ||| Which of the following individuals is most likely to impact the United States Election? ||| Which of the following systems of Government is known for power going to the Cental Government,0.192,genuinely_different
Athenian Academy of Technology and the Arts,019eb11c-410a-7ffb-86e6-a0294c669670,d8eef2699deadc6b5b0b5314cee658d4cd4220cd895c2a870b026be11a17b6f6,HW 12/9 Spiral Review,4,2,2,7626416439 | 7626433775,per-section-variant,0,Enter the correct answer in the box to evaluate the expression. ?77 + (?30) =  _ ||| Ramel has 9 3/4 pounds of potatoes to peel for a dinner he is catering. He has already peeled 2 1/2 pounds. Which equati,0.193,genuinely_different
Athenian Academy of Technology and the Arts,019eb11c-410a-7ffb-86e6-a0294c669670,d8eef2699deadc6b5b0b5314cee658d4cd4220cd895c2a870b026be11a17b6f6,HW 12/9 Spiral Review,10,2,2,7626416439 | 7626433775,per-section-variant,0,Alyssa hiked  miles for 8 Saturdays in a row. Then she hiked  miles for the next 4 Saturdays. What is the total distance ||| What is 6 3/4 × 2 2/9? Enter the correct answer in the box. Write your answer in simplest form. _,0.194,genuinely_different
Athenian Academy of Technology and the Arts,019eb11c-410a-7ffb-86e6-a0294c669670,5a9fa1a8c87e135688043a91b1f7214a858b8e1e411fc752224d1bada526347b,Quiz 2,4,2,2,8126292235 | 8257448535,recycled-title-same-section,91,"Ulysses S. Grant had the nickname ""Unconditional Surrender"" ||| Which of the following banned trade with just England and France?",0.194,genuinely_different
Athenian Academy of Technology and the Arts,019eb11c-410a-7ffb-86e6-a0294c669670,c0b013cc1fb117944245e274f594c8de1ab534cb5e9c88dbef46b7bc8888998c,HW 12/10 Spiral Review,3,2,2,7628347421 | 7628391502,per-section-variant,0,"Nima uses cup peanuts, cup cashews, cup pecans, and some raisins in a recipe that makes cups of trail mix. How many cups ||| Which of the following situations form a proportional relationship?",0.195,genuinely_different
Central Florida Preparatory School,019eb11c-413b-7a66-a7d8-a18f14736ede,a0e8432b2bb7a06e4d9f1f2aa136a00298917a31bc6648789a67f78e575c7273,Chapter 4 Test: Equal Groups,4,3,2,8018762596 | 8018769272 | 8076260570,per-section-variant,0,Ling builds 3 towers with blocks. How many of Ling?s towers have an odd number of blocks? ||| Which equation has a sum that is even?,0.2,genuinely_different
Central Florida Preparatory School,019eb11c-413b-7a66-a7d8-a18f14736ede,94ef70e13242cc4d065e2b31234f267793f6de1431e908fe59efc635520d37cc,Topic 2,8,3,2,8095123351 | 8095123435 | 8108245298,per-section-variant,3,media56a0dec0c94b8.mp3 Henry is making a corn grits recipe that calls for  cup of corn grits for every cup of water.How  ||| mediaAVA7917151636453319.mp3 What is the quotient??36 ÷ 6 _,0.201,genuinely_different
Central Florida Preparatory School,019eb11c-413b-7a66-a7d8-a18f14736ede,9b4457365f1dac9478249b6a8c1663b42f80e6ebe96d8ca35e00a433fc3b0f59,Chapter 1 Test: Understand Multiplication and Division of Whole Numbers,5,2,2,8018791226 | 8018791881,per-section-variant,1,Denny divides 986 by 26 using partial quotients. What is the sum of the partial quotients used to solve Denny's problem? ||| Match the division problem next to quick picture it matches.,0.204,genuinely_different
Athenian Academy of Technology and the Arts,019eb11c-410a-7ffb-86e6-a0294c669670,c0b013cc1fb117944245e274f594c8de1ab534cb5e9c88dbef46b7bc8888998c,HW 12/10 Spiral Review,4,2,2,7628347421 | 7628391502,per-section-variant,0,The line on the graph below represents a proportional relationship. Which of the following equations represent this prop ||| Violet?s father gives her $20 to go to a basketball game with her friend. She buys a bottle of water for $2.75 and a tic,0.207,genuinely_different
Central Florida Preparatory School,019eb11c-413b-7a66-a7d8-a18f14736ede,fad41a670d699049d59847b4b6a0129d42a29372cd9030be5a5c6b2a076c209a,Topic 1,6,4,2,7964059500 | 7964062196 | 7964065626 | 7964067882,cross-section-far-dates,36,media5718d0e1de309.mp3 Solve the equation x2 = 10. ||| mediaAVA7918181636453395.mp3 Javier had $305.25 in his bank account. His bank charges a fee of $7.50 each month that a b,0.208,genuinely_different
Central Florida Preparatory School,019eb11c-413b-7a66-a7d8-a18f14736ede,a0e8432b2bb7a06e4d9f1f2aa136a00298917a31bc6648789a67f78e575c7273,Chapter 4 Test: Equal Groups,1,3,2,8018762596 | 8018769272 | 8076260570,per-section-variant,0,Josh sees these shapes.  Which of the following repeated addition equations match Josh's Shapes? ||| Mary has an even number of shells and an odd number of rocks. Which group of shells and rocks could belong to Mary?,0.212,genuinely_different
Athenian Academy of Technology and the Arts,019eb11c-410a-7ffb-86e6-a0294c669670,4e85547b4f41502a8c08ae30d3cb38d95259c6c742ac2a819a337cf5554c199d,Grade 3 FAST Practice- ELA,18,2,2,8344562580 | 8346388108,per-section-variant,0,What type of poem is Passage 1? ||| Which sentence from the passage supports the theme that it can be good to stay hopeful when plans change?,0.218,genuinely_different
Athenian Academy of Technology and the Arts,019eb11c-410a-7ffb-86e6-a0294c669670,c0b013cc1fb117944245e274f594c8de1ab534cb5e9c88dbef46b7bc8888998c,HW 12/10 Spiral Review,2,2,2,7628347421 | 7628391502,per-section-variant,0,"A train traveled 31.2 miles in 52 minutes. At this rate, how far will it travel in 60 minutes? ||| Divide. Express your answer in simplest form.",0.22,genuinely_different
Central Florida Preparatory School,019eb11c-413b-7a66-a7d8-a18f14736ede,1e488d21dcc686e0289de8fa45586959300a76e8bd4983acbf4940b292b8e6c6,Chapter 4 Test: Addition Concepts,4,4,2,8018759369 | 8077261553 | 8077262828 | 8077264048,per-section-variant,0,Alec saw 1 big dog and 3 small dogs.  How many dogs did Alec see in all?  1 + 3 =? ||| Match the equations to show the correct sum. ,0.22,genuinely_different
