item_id,item_name,section_name,subject,grade,session,pattern,reason,in_chunk
8193578592,World History Quiz 1,3rd Period,History,Grade 6,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8193592968,U.S. History Quiz 1,5th Period,History,Grade 7,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8194198134,M4W3  Vocabulary Quiz,Vaughn,ELA,Grade 3,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8211729995,Unit 6 Lesson 1 Quiz,Almendinger,Science,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8216822379,Module 5 Week 1 Vocabulary Quiz,Lenhart,ELA,Grade 2,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8217188853,Module 5 Week 2 Vocabulary Quiz,Agostino,ELA,Grade 2,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8218515644,Unit 6 Lesson 1 Quiz,Sedlak,Science,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8221051747,M5W1 Vocab quiz,Rivera,ELA,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8225875584,Unit 6 Lesson 1 Quiz,Reeder,Science,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8226054659,M5W1 Vocab quiz,Birdwell,ELA,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8226189913,Module 5 Week 1 Vocabulary Quiz,Farrell,ELA,Grade 2,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8227640787,M5W2 vocab quiz,Rivera,ELA,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8229069938,"Final Northeast, Southeast, and Midwest Exam",Small,Social Studies,Grade 3,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8229069948,"Final Northeast, Southeast, and Midwest Exam",Vaughn,Social Studies,Grade 3,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8236900913,M5W2 vocab quiz,Birdwell,ELA,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8236972720,Quiz 1,5th Period,History,Grade 7,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8237170511,Vocab Quiz M5W3,Rivera,ELA,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8237233326,Module 5 Week 2 Vocabulary Quiz,Lenhart,ELA,Grade 2,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8237253021,Module 5 Week 2 Vocabulary Quiz,Farrell,ELA,Grade 2,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8246259769,Module 5 Week 3 Vocabulary Quiz,Lenhart,ELA,Grade 2,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8247514543,World History Quiz 2,3rd Period,History,Grade 6,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8247538581,Vocab Quiz M5W3,Birdwell,ELA,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8247747860,Module 5 Week 3 Vocabulary Quiz,Farrell,ELA,Grade 2,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8257424520,World History Quiz 3,3rd Period,History,Grade 6,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8257435517,Quiz 2,2nd Period,Civics,Grade 8,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8257448535,Quiz 2,5th Period,History,Grade 7,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8258565097,M6W1 vocab quiz,Rivera,ELA,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8260964566,6.1 Phonics Review,Sedlak,ELA,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8261612917,6.1 Phonics Review,Almendinger,ELA,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8263242066,6.1 Phonics Review,Reeder,ELA,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8263260435,Unit 7 Lesson 2 Quiz,Almendinger,Science,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8264924074,Unit 7 Lesson 2 Quiz,Reeder,Science,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8264968178,M6W1 vocab quiz,Birdwell,ELA,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8265031585,Unit 7 Lesson 2 Quiz,Sedlak,Science,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8265152991,Module 6 Week 1 Vocabulary Quiz,Lenhart,ELA,Grade 2,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8265249064,Module 6 Week 1 Vocabulary Quiz,Farrell,ELA,Grade 2,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8273926376,M6w2 vocab quiz,Birdwell,ELA,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8275906019,Unit 7 Lesson 5 Quiz,Almendinger,Science,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8276527893,Unit 7 Lesson 3 Quiz,Reeder,Science,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8279391756,M7W1 vocab quiz,Rivera,ELA,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8282395267,Unit 7 Lesson 5 Quiz,Reeder,Science,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8282887686,Unit 7 Lesson 5 Quiz,Sedlak,Science,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8287502207,Module 7 Week 1 Vocabulary Quiz,Lenhart,ELA,Grade 2,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8292962635,M7W1 vocab quiz,Birdwell,ELA,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8293064486,M7W1 Vocabulary Quiz,Vaughn,ELA,Grade 3,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8293171753,Module 7 Week 1 Vocabulary Quiz,Agostino,ELA,Grade 2,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8293643260,Module 7 Week 1 Vocabulary Quiz,Farrell,ELA,Grade 2,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8294794366,M7W2 vocab quiz,Rivera,ELA,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8294921513,Final-West and Southwest Regions States and Capitals,Vaughn,Social Studies,Grade 3,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8298693160,Module 7 Week 2 Vocabulary Quiz,Lenhart,ELA,Grade 2,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8310896090,Final-West and Southwest Regions States and Capitals,Small,Social Studies,Grade 3,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8317180423,M7W3 Vocab quiz,Rivera,ELA,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8318959140,Module 7 Week 2 Vocabulary Quiz,Farrell,ELA,Grade 2,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8318979330,M7W2 vocab quiz,Birdwell,ELA,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8319114247,M7W2 Vocabulary Quiz,Vaughn,ELA,Grade 3,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8319331982,"Weekly Math Quiz #1 (Conversion, Fractions, Volume, Triangles, Quadrilaterals)",Rivera,Math,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8324893965,Money Test,Bennet,Math,Grade K,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8325089229,FSSA Practice Test p. 79-88 (4th grade book),Rivera,Science,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8325105142,"Weekly Math Quiz #2 (adding and subtracting mixed numbers, adding and subtracting decimals, and division of fractions)",Rivera,Math,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8325375519,Money Test,Watkins,Math,Grade K,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8325958880,M7W3 Vocab quiz,Birdwell,ELA,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8325969043,Money Test,Tsakonas,Math,Grade K,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8327381867,M7W3 Vocabulary Quiz,Vaughn,ELA,Grade 3,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8327522063,"Weekly Math Quiz #1 (Conversion, Fractions, Volume, Triangles, Quadrilaterals)",Birdwell,Math,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8327905248,Quarter 4 Quiz 1,5th Period,History,Grade 7,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8334327109,Sc Quiz Week 1 FSA Review,Rivera,Science,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8336110460,Module 8 Week 1 Vocabulary Quiz,Lenhart,ELA,Grade 2,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8336191844,"Weekly Math Quiz #3 (order of operations, volume, area, perimeter, round decimals, decompose decimals, quadrilaterals, triangle)",Rivera,Math,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8336749106,Unit 9 Lesson 1 Quiz,Almendinger,Science,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8336783158,Classwork End of Year Test,Almendinger,Math,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8337780368,Unit 9 Lesson 1 Quiz,Sedlak,Science,Grade 1,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8338541701,FSSA Practice Test p. 79-88 (4th grade book),Birdwell,Science,Grade 5,2025-26,no-standards-mapped,No standards on any fact row: assessment invisible to standards reports (absence != misfiling; source alignment gap),y
8251466623,Unit 7 Lesson 1 Quiz,Sedlak,Science,Grade 1,2025-26,tiny-fragment-source,"Unit 7 Lesson 1 Quiz Sedlak Sec 3 Science G1: only 2 students (siblings 18-20); raw+staging also 2 => source-faithful Schoology gap, report shows near-empty section",y
